開催日,レース名,距離,地肌,クラス
2022/12/28,2歳未勝利,1200,ダ,未勝利
2022/12/28,2歳未勝利,1800,ダ,未勝利
2022/12/28,2歳未勝利,1600,芝,未勝利
2022/12/28,2歳未勝利,1800,芝,未勝利
2022/12/28,2歳新馬,2000,芝,新馬
2022/12/28,2歳新馬,1200,ダ,新馬
2022/12/28,3歳以上1勝クラス,2000,芝,NoClass
2022/12/28,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/28,立志賞(2勝クラス),1800,ダ,NoClass
2022/12/28,ベストウィッシュC(2勝クラス),1200,ダ,NoClass
2022/12/28,ホープフルS(G1),2000,芝,G1
2022/12/28,カウントダウンS(3勝クラス),1600,芝,NoClass
2022/12/28,2歳未勝利,1800,ダ,未勝利
2022/12/28,2歳未勝利,1200,芝,未勝利
2022/12/28,2歳未勝利,1800,芝,未勝利
2022/12/28,障害3歳以上未勝利,2970,障,未勝利
2022/12/28,2歳新馬,1600,芝,新馬
2022/12/28,2歳1勝クラス,1800,ダ,NoClass
2022/12/28,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/28,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/28,春待月賞(2勝クラス),1400,ダ,NoClass
2022/12/28,フォーチュンC(2勝クラス),2000,芝,NoClass
2022/12/28,ベテルギウスS(L),1800,ダ,(L)
2022/12/28,2022ファイナルS(3勝クラス),1200,芝,NoClass
2022/12/25,2歳未勝利,1200,ダ,未勝利
2022/12/25,2歳未勝利,1800,ダ,未勝利
2022/12/25,2歳未勝利,1600,芝,未勝利
2022/12/25,2歳未勝利,2000,芝,未勝利
2022/12/25,2歳新馬,1200,ダ,新馬
2022/12/25,2歳新馬,1600,芝,新馬
2022/12/25,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/25,冬至特別(2勝クラス),1200,ダ,NoClass
2022/12/25,グッドラックH(2勝クラス),2500,芝,NoClass
2022/12/25,フェアウェルS(3勝クラス),1200,ダ,NoClass
2022/12/25,有馬記念(G1),2500,芝,G1
2022/12/25,キャンドルライト賞(2勝クラス),1200,芝,NoClass
2022/12/25,2歳未勝利,1800,ダ,未勝利
2022/12/25,2歳未勝利,1400,ダ,未勝利
2022/12/25,2歳未勝利,1600,芝,未勝利
2022/12/25,2歳新馬,1800,ダ,新馬
2022/12/25,障害3歳以上未勝利,2970,障,未勝利
2022/12/25,2歳新馬,1400,芝,新馬
2022/12/25,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/25,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/25,鳥取特別(2勝クラス),1800,ダ,NoClass
2022/12/25,サンタクロースS(3勝クラス),2000,芝,NoClass
2022/12/25,りんくうS(OP),1200,ダ,OP
2022/12/25,猪名川特別(2勝クラス),1400,芝,NoClass
2022/12/24,2歳未勝利,1200,ダ,未勝利
2022/12/24,2歳未勝利,1800,ダ,未勝利
2022/12/24,2歳未勝利,1200,芝,未勝利
2022/12/24,2歳未勝利,1800,ダ,未勝利
2022/12/24,2歳新馬,1800,芝,新馬
2022/12/24,2歳新馬,1800,ダ,新馬
2022/12/24,2歳1勝クラス,1200,ダ,NoClass
2022/12/24,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/24,ノエル賞(1勝クラス),1600,芝,NoClass
2022/12/24,中山大障害(J.G1),4100,障,G1
2022/12/24,グレイトフルS(3勝クラス),2500,芝,NoClass
2022/12/24,クリスマスC(2勝クラス),1600,芝,NoClass
2022/12/24,2歳未勝利,1800,ダ,未勝利
2022/12/24,2歳未勝利,1200,ダ,未勝利
2022/12/24,2歳未勝利,1400,ダ,未勝利
2022/12/24,2歳未勝利,2000,芝,未勝利
2022/12/24,2歳新馬,1800,芝,新馬
2022/12/24,2歳新馬,1400,ダ,新馬
2022/12/24,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/24,3歳以上2勝クラス,1400,ダ,NoClass
2022/12/24,万両賞(1勝クラス),1400,芝,NoClass
2022/12/24,摩耶S(3勝クラス),1800,ダ,NoClass
2022/12/24,阪神C(G2),1400,芝,G2
2022/12/24,3歳以上1勝クラス,2400,芝,NoClass
2022/12/18,2歳未勝利,1200,ダ,未勝利
2022/12/18,2歳未勝利,1800,ダ,未勝利
2022/12/18,2歳未勝利,1800,芝,未勝利
2022/12/18,障害3歳以上未勝利,2880,障,未勝利
2022/12/18,2歳新馬,1600,芝,新馬
2022/12/18,2歳新馬,1200,ダ,新馬
2022/12/18,2歳未勝利,1600,芝,未勝利
2022/12/18,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/18,舞浜特別(2勝クラス),1200,ダ,NoClass
2022/12/18,北総S(3勝クラス),1800,ダ,NoClass
2022/12/18,ディセンバーS(L),1800,芝,(L)
2022/12/18,3歳以上1勝クラス,2500,芝,NoClass
2022/12/18,2歳未勝利,1800,ダ,未勝利
2022/12/18,3歳以上1勝クラス,1900,ダ,NoClass
2022/12/18,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/18,2歳未勝利,2000,芝,未勝利
2022/12/18,2歳新馬,1400,芝,新馬
2022/12/18,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/18,3歳以上1勝クラス,1600,芝,NoClass
2022/12/18,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/18,寒椿賞(1勝クラス),1400,ダ,NoClass
2022/12/18,有松特別(2勝クラス),1200,芝,NoClass
2022/12/18,コールドムーンS(OP),1400,ダ,OP
2022/12/18,尾張特別(2勝クラス),2200,芝,NoClass
2022/12/18,2歳未勝利,1800,ダ,未勝利
2022/12/18,2歳未勝利,1200,ダ,未勝利
2022/12/18,2歳未勝利,1600,芝,未勝利
2022/12/18,2歳未勝利,1800,芝,未勝利
2022/12/18,2歳新馬,2000,芝,新馬
2022/12/18,2歳新馬,1200,ダ,新馬
2022/12/18,3歳以上1勝クラス,2000,ダ,NoClass
2022/12/18,3歳以上2勝クラス,1800,ダ,NoClass
2022/12/18,高砂特別(2勝クラス),1200,ダ,NoClass
2022/12/18,六甲アイランドS(3勝クラス),1400,芝,NoClass
2022/12/18,朝日フューチュリティ(G1),1600,芝,G1
2022/12/18,御影S(3勝クラス),1400,ダ,NoClass
2022/12/17,2歳未勝利,1200,ダ,未勝利
2022/12/17,2歳未勝利,1800,ダ,未勝利
2022/12/17,2歳未勝利,1200,ダ,未勝利
2022/12/17,2歳未勝利,1800,ダ,未勝利
2022/12/17,2歳新馬,2000,芝,新馬
2022/12/17,2歳新馬,1800,ダ,新馬
2022/12/17,2歳未勝利,2000,芝,未勝利
2022/12/17,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/17,ひいらぎ賞(1勝クラス),1600,芝,NoClass
2022/12/17,香取特別(2勝クラス),2400,ダ,NoClass
2022/12/17,ターコイズS(G3),1600,芝,G3
2022/12/17,3歳以上2勝クラス,1800,芝,NoClass
2022/12/17,2歳未勝利,1800,ダ,未勝利
2022/12/17,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/17,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/17,2歳未勝利,1600,芝,未勝利
2022/12/17,2歳新馬,1800,ダ,新馬
2022/12/17,3歳以上1勝クラス,1600,芝,NoClass
2022/12/17,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/17,ヤングJSFR中京1(1勝クラス),2000,芝,NoClass
2022/12/17,報知杯中京2歳S(OP),1200,芝,OP
2022/12/17,ヤングJSFR中京2(2勝クラス),1400,ダ,NoClass
2022/12/17,尾頭橋S(3勝クラス),1800,ダ,NoClass
2022/12/17,3歳以上1勝クラス,1400,芝,NoClass
2022/12/17,2歳未勝利,1200,ダ,未勝利
2022/12/17,2歳未勝利,1800,ダ,未勝利
2022/12/17,2歳未勝利,1400,ダ,未勝利
2022/12/17,障害3歳以上OP,3110,障,OP
2022/12/17,2歳新馬,1200,芝,新馬
2022/12/17,2歳新馬,1800,ダ,新馬
2022/12/17,2歳未勝利,1400,芝,未勝利
2022/12/17,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/17,赤穂特別(2勝クラス),1800,ダ,NoClass
2022/12/17,甲東特別(2勝クラス),1600,芝,NoClass
2022/12/17,タンザナイトS(OP),1200,芝,OP
2022/12/17,3歳以上1勝クラス,1800,芝,NoClass
2022/12/11,2歳未勝利,1200,ダ,未勝利
2022/12/11,2歳未勝利,1200,芝,未勝利
2022/12/11,2歳未勝利,1800,ダ,未勝利
2022/12/11,障害3歳以上未勝利,2880,障,未勝利
2022/12/11,2歳新馬,1800,芝,新馬
2022/12/11,2歳未勝利,2000,芝,未勝利
2022/12/11,2歳1勝クラス,1800,ダ,NoClass
2022/12/11,3歳以上1勝クラス,2500,ダ,NoClass
2022/12/11,チバテレ杯(2勝クラス),1800,ダ,NoClass
2022/12/11,常総S(3勝クラス),1800,芝,NoClass
2022/12/11,カペラS(G3),1200,ダ,G3
2022/12/11,3歳以上2勝クラス,1600,芝,NoClass
2022/12/11,2歳未勝利,1800,ダ,未勝利
2022/12/11,2歳未勝利,1400,ダ,未勝利
2022/12/11,3歳以上1勝クラス,1900,ダ,NoClass
2022/12/11,2歳未勝利,1400,芝,未勝利
2022/12/11,2歳新馬,1400,ダ,新馬
2022/12/11,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/11,3歳以上1勝クラス,2200,芝,NoClass
2022/12/11,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/11,大須特別(1勝クラス),1800,ダ,NoClass
2022/12/11,名古屋日刊スポーツ杯(2勝クラス),2000,芝,NoClass
2022/12/11,知立S(3勝クラス),1200,芝,NoClass
2022/12/11,3歳以上1勝クラス,1600,芝,NoClass
2022/12/11,2歳未勝利,1800,ダ,未勝利
2022/12/11,2歳未勝利,1400,ダ,未勝利
2022/12/11,2歳未勝利,1800,芝,未勝利
2022/12/11,2歳新馬,1800,ダ,新馬
2022/12/11,2歳新馬,1600,芝,新馬
2022/12/11,2歳1勝クラス,1200,ダ,NoClass
2022/12/11,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/11,3歳以上2勝クラス,2400,芝,NoClass
2022/12/11,オリオンS(3勝クラス),2200,芝,NoClass
2022/12/11,竹田城S(3勝クラス),2000,ダ,NoClass
2022/12/11,阪神ジュベナイルF(G1),1600,芝,G1
2022/12/11,夙川特別(2勝クラス),1200,ダ,NoClass
2022/12/10,2歳未勝利,1200,ダ,未勝利
2022/12/10,2歳未勝利,1800,ダ,未勝利
2022/12/10,2歳未勝利,1200,ダ,未勝利
2022/12/10,2歳未勝利,1800,芝,未勝利
2022/12/10,2歳新馬,1600,芝,新馬
2022/12/10,2歳新馬,1800,ダ,新馬
2022/12/10,3歳以上1勝クラス,1800,芝,NoClass
2022/12/10,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/10,黒松賞(1勝クラス),1200,芝,NoClass
2022/12/10,アクアラインS(3勝クラス),1200,ダ,NoClass
2022/12/10,師走S(L),1800,ダ,(L)
2022/12/10,3歳以上2勝クラス,2000,芝,NoClass
2022/12/10,2歳未勝利,1200,ダ,未勝利
2022/12/10,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/10,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/10,2歳未勝利,1600,芝,未勝利
2022/12/10,2歳未勝利,2000,芝,未勝利
2022/12/10,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/10,3歳以上1勝クラス,2000,芝,NoClass
2022/12/10,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/10,つわぶき賞(1勝クラス),1400,芝,NoClass
2022/12/10,犬山特別(2勝クラス),1900,ダ,NoClass
2022/12/10,中日新聞杯(G3),2000,芝,G3
2022/12/10,3歳以上1勝クラス,1200,芝,NoClass
2022/12/10,2歳未勝利,1800,ダ,未勝利
2022/12/10,2歳未勝利,1200,ダ,未勝利
2022/12/10,2歳未勝利,1800,ダ,未勝利
2022/12/10,障害3歳以上OP,3110,障,OP
2022/12/10,2歳新馬,2000,芝,新馬
2022/12/10,2歳新馬,1400,ダ,新馬
2022/12/10,2歳未勝利,1200,芝,未勝利
2022/12/10,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/10,エリカ賞(1勝クラス),2000,芝,NoClass
2022/12/10,豊中特別(2勝クラス),1800,ダ,NoClass
2022/12/10,リゲルS(L),1600,芝,(L)
2022/12/10,3歳以上2勝クラス,1200,芝,NoClass
2022/12/04,2歳未勝利,1200,ダ,未勝利
2022/12/04,2歳未勝利,1800,ダ,未勝利
2022/12/04,2歳未勝利,2000,芝,未勝利
2022/12/04,2歳新馬,1800,ダ,新馬
2022/12/04,2歳新馬,2000,芝,新馬
2022/12/04,2歳1勝クラス,1200,ダ,NoClass
2022/12/04,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/04,3歳以上2勝クラス,1800,ダ,NoClass
2022/12/04,南総S(3勝クラス),1200,芝,NoClass
2022/12/04,市川S(3勝クラス),1800,ダ,NoClass
2022/12/04,ラピスラズリS(L),1200,芝,(L)
2022/12/04,3歳以上2勝クラス,2500,芝,NoClass
2022/12/04,2歳未勝利,1800,ダ,未勝利
2022/12/04,3歳以上1勝クラス,1900,ダ,NoClass
2022/12/04,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/04,2歳未勝利,1400,芝,未勝利
2022/12/04,2歳新馬,2000,芝,新馬
2022/12/04,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/04,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/04,3歳以上1勝クラス,1400,芝,NoClass
2022/12/04,こうやまき賞(1勝クラス),1600,芝,NoClass
2022/12/04,豊川特別(2勝クラス),1200,ダ,NoClass
2022/12/04,チャンピオンズC(G1),1800,ダ,G1
2022/12/04,栄特別(1勝クラス),2200,芝,NoClass
2022/12/04,2歳未勝利,1400,ダ,未勝利
2022/12/04,2歳未勝利,2000,芝,未勝利
2022/12/04,2歳未勝利,1800,ダ,未勝利
2022/12/04,障害3歳以上未勝利,2970,障,未勝利
2022/12/04,2歳新馬,1800,芝,新馬
2022/12/04,2歳新馬,1400,ダ,新馬
2022/12/04,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/04,3歳以上2勝クラス,1400,ダ,NoClass
2022/12/04,さざんか賞(1勝クラス),1200,芝,NoClass
2022/12/04,逆瀬川S(3勝クラス),1800,芝,NoClass
2022/12/04,ギャラクシーS(OP),1400,ダ,OP
2022/12/04,3歳以上2勝クラス,1400,芝,NoClass
2022/12/03,2歳未勝利,1200,ダ,未勝利
2022/12/03,2歳未勝利,1800,ダ,未勝利
2022/12/03,2歳未勝利,1600,芝,未勝利
2022/12/03,2歳未勝利,1800,ダ,未勝利
2022/12/03,2歳新馬,1200,芝,新馬
2022/12/03,2歳新馬,1200,ダ,新馬
2022/12/03,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/03,イルミネーションJS(OP),3570,障,OP
2022/12/03,葉牡丹賞(1勝クラス),2000,芝,NoClass
2022/12/03,鹿島特別(2勝クラス),1200,ダ,NoClass
2022/12/03,ステイヤーズS(G2),3600,芝,G2
2022/12/03,3歳以上2勝クラス,1200,芝,NoClass
2022/12/03,2歳未勝利,1800,ダ,未勝利
2022/12/03,2歳未勝利,1400,ダ,未勝利
2022/12/03,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/03,2歳未勝利,2000,芝,未勝利
2022/12/03,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/03,3歳以上1勝クラス,1800,ダ,NoClass
2022/12/03,3歳以上1勝クラス,1600,芝,NoClass
2022/12/03,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/03,鳴海特別(2勝クラス),1800,ダ,NoClass
2022/12/03,中京日経賞(2勝クラス),1600,芝,NoClass
2022/12/03,飛騨S(3勝クラス),1400,芝,NoClass
2022/12/03,3歳以上1勝クラス,2000,芝,NoClass
2022/12/03,2歳未勝利,1800,ダ,未勝利
2022/12/03,2歳未勝利,1200,ダ,未勝利
2022/12/03,2歳未勝利,1800,芝,未勝利
2022/12/03,2歳未勝利,1600,芝,未勝利
2022/12/03,2歳新馬,1800,ダ,新馬
2022/12/03,2歳新馬,1400,芝,新馬
2022/12/03,3歳以上1勝クラス,1200,ダ,NoClass
2022/12/03,3歳以上1勝クラス,1400,ダ,NoClass
2022/12/03,境港特別(2勝クラス),2000,ダ,NoClass
2022/12/03,妙見山S(3勝クラス),1200,ダ,NoClass
2022/12/03,チャレンジC(G3),2000,芝,G3
2022/12/03,3歳以上2勝クラス,1800,芝,NoClass
2022/11/27,2歳未勝利,1400,ダ,未勝利
2022/11/27,2歳未勝利,1600,芝,未勝利
2022/11/27,2歳未勝利,1600,ダ,未勝利
2022/11/27,2歳未勝利,2000,芝,未勝利
2022/11/27,3歳以上1勝クラス,1600,ダ,NoClass
2022/11/27,2歳新馬,1800,芝,新馬
2022/11/27,3歳以上1勝クラス,1400,ダ,NoClass
2022/11/27,ベゴニア賞(1勝クラス),1600,芝,NoClass
2022/11/27,オリエンタル賞(2勝クラス),2000,芝,NoClass
2022/11/27,アプローズ賞(2勝クラス),1600,ダ,NoClass
2022/11/27,ウェルカムS(3勝クラス),2000,芝,NoClass
2022/11/27,ジャパンC(G1),2400,芝,G1
2022/11/27,2歳未勝利,1800,ダ,未勝利
2022/11/27,2歳未勝利,1200,芝,未勝利
2022/11/27,2歳未勝利,1800,芝,未勝利
2022/11/27,2歳新馬,1200,ダ,新馬
