開催日,レース名,距離,地肌,クラス,通時,適性
2007/12/23,2歳500万下,1600,芝,500万,9.1勝,2.芝 マイル
2007/12/23,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2007/12/23,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2007/12/23,3歳以上1000万下,2400,芝,1000万,8.2勝,3.芝 中以遠
2007/12/23,逆瀬川S(1600万下),1800,芝,1600万,7.3勝,2.芝 マイル
2007/12/23,ベテルギウスS(OP),2000,ダ,OP,6.OP,6.砂 中以遠
2007/12/23,2007ファイナルS(OP),1600,芝,OP,6.OP,2.芝 マイル
2007/12/22,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/22,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/22,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/22,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/22,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2007/12/22,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2007/12/22,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2007/12/22,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2007/12/22,クリスマスローズS(OP),1200,芝,OP,6.OP,1.芝 短距離
2007/12/22,中山大障害(J.G1),4100,障,G1,1.G1,7.障害
2007/12/22,クリスマスC(1600万下),2200,芝,1600万,7.3勝,3.芝 中以遠
2007/12/22,ノエル賞(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2007/12/22,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/22,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/22,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/22,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/22,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/22,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/22,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/22,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2007/12/22,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/22,樅の木賞(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/22,中京日経賞(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2007/12/22,長良川特別(500万下),2500,芝,500万,9.1勝,3.芝 中以遠
2007/12/22,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/22,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/22,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/22,障害3歳以上未勝利,2970,障,未勝利,o.未勝利,7.障害
2007/12/22,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/22,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2007/12/22,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2007/12/22,3歳以上1000万下,1800,芝,1000万,8.2勝,2.芝 マイル
2007/12/22,クリスマスキャロル賞(1000万下),1400,芝,1000万,8.2勝,1.芝 短距離
2007/12/22,摩耶S(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2007/12/22,ラジオNIKKEI杯(G3),2000,芝,G3,3.G3,3.芝 中以遠
2007/12/22,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2007/12/16,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/16,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/16,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/16,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2007/12/16,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2007/12/16,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2007/12/16,2歳500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2007/12/16,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2007/12/16,利根川特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2007/12/16,北総S(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2007/12/16,フェアリーS(G3),1200,芝,G3,3.G3,1.芝 短距離
2007/12/16,3歳以上1000万下,1800,芝,1000万,8.2勝,2.芝 マイル
2007/12/16,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/16,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/16,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/16,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/16,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2007/12/16,3歳以上500万下,2300,ダ,500万,9.1勝,6.砂 中以遠
2007/12/16,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/16,3歳以上500万下,2500,芝,500万,9.1勝,3.芝 中以遠
2007/12/16,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/16,鳴海特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2007/12/16,香嵐渓特別(1000万下),1700,ダ,1000万,8.2勝,5.砂 マイル
2007/12/16,恵那特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2007/12/16,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/16,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/16,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/16,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/16,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/16,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2007/12/16,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2007/12/16,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2007/12/16,北摂特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2007/12/16,オリオンS(1600万下),2400,芝,1600万,7.3勝,3.芝 中以遠
2007/12/16,阪神C(G2),1400,芝,G2,2.G2,1.芝 短距離
2007/12/16,3歳以上1000万下,1400,ダ,1000万,8.2勝,4.砂 短距離
2007/12/15,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/15,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/15,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2007/12/15,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2007/12/15,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/15,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2007/12/15,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2007/12/15,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2007/12/15,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2007/12/15,ひいらぎ賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2007/12/15,ディセンバーS(OP),1800,芝,OP,6.OP,2.芝 マイル
2007/12/15,仲冬S(1600万下),1600,芝,1600万,7.3勝,2.芝 マイル
2007/12/15,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/15,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/15,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/15,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/15,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/15,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2007/12/15,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/15,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2007/12/15,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/15,報知杯中京2歳S(OP),1800,芝,OP,6.OP,2.芝 マイル
2007/12/15,愛知杯(G3),2000,芝,G3,3.G3,3.芝 中以遠
2007/12/15,天竜川特別(1000万下),2500,芝,1000万,8.2勝,3.芝 中以遠
2007/12/15,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/15,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/15,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2007/12/15,障害3歳以上未勝利,2970,障,未勝利,o.未勝利,7.障害
2007/12/15,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2007/12/15,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/15,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2007/12/15,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2007/12/15,さざんかS(OP),1400,芝,OP,6.OP,1.芝 短距離
2007/12/15,猪名川特別(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2007/12/15,アクアルミナスS(1600万下),1400,ダ,1600万,7.3勝,4.砂 短距離
2007/12/15,3歳以上1000万下,2000,ダ,1000万,8.2勝,6.砂 中以遠
2007/12/09,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/09,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/09,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/09,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2007/12/09,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/09,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2007/12/09,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2007/12/09,3歳以上1000万下,1200,芝,1000万,8.2勝,1.芝 短距離
2007/12/09,千葉テレビ杯(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2007/12/09,アクアラインS(1600万下),1200,ダ,1600万,7.3勝,4.砂 短距離
2007/12/09,朝日フューチュリティ(G1),1600,芝,G1,1.G1,2.芝 マイル
2007/12/09,幕張特別(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2007/12/09,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/09,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/09,2歳新馬,1000,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/09,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2007/12/09,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2007/12/09,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/09,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/09,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/09,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/09,犬山特別(500万下),1800,芝,500万,9.1勝,2.芝 マイル
2007/12/09,伊吹山特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2007/12/09,志摩特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2007/12/09,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/09,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/09,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/09,障害3歳以上未勝利,2970,障,未勝利,o.未勝利,7.障害
2007/12/09,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/09,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2007/12/09,2歳500万下,1400,芝,500万,9.1勝,1.芝 短距離
2007/12/09,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2007/12/09,境港特別(1000万下),2200,芝,1000万,8.2勝,3.芝 中以遠
2007/12/09,六甲アイランドS(1600万下),1400,芝,1600万,7.3勝,1.芝 短距離
2007/12/09,ギャラクシーS(OP),1400,ダ,OP,6.OP,4.砂 短距離
2007/12/09,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2007/12/08,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/08,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/08,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/08,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2007/12/08,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2007/12/08,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2007/12/08,2歳500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2007/12/08,3歳以上500万下,2400,ダ,500万,9.1勝,6.砂 中以遠
2007/12/08,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2007/12/08,冬至S(1600万下),1800,芝,1600万,7.3勝,2.芝 マイル
2007/12/08,師走S(OP),1800,ダ,OP,6.OP,5.砂 マイル
2007/12/08,初霜特別(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2007/12/08,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/08,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/08,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/08,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2007/12/08,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/08,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/08,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/08,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2007/12/08,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/08,つわぶき賞(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2007/12/08,豊明特別(1000万下),1800,芝,1000万,8.2勝,2.芝 マイル
2007/12/08,揖斐川特別(500万下),2500,芝,500万,9.1勝,3.芝 中以遠
2007/12/08,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/08,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/08,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2007/12/08,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2007/12/08,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2007/12/08,3歳以上500万下,2000,ダ,500万,9.1勝,6.砂 中以遠
2007/12/08,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2007/12/08,三木ホースランドJS(OP),3900,障,OP,6.OP,7.障害
2007/12/08,エリカ賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2007/12/08,摂津特別(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2007/12/08,鳴尾記念(G3),1800,芝,G3,3.G3,2.芝 マイル
2007/12/08,3歳以上1000万下,1400,ダ,1000万,8.2勝,4.砂 短距離
2007/12/02,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/02,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/02,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2007/12/02,障害3歳以上未勝利,2880,障,未勝利,o.未勝利,7.障害
2007/12/02,2歳新馬,1800,ダ,新馬,o.未勝利,5.砂 マイル
2007/12/02,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2007/12/02,2歳500万下,1200,芝,500万,9.1勝,1.芝 短距離
2007/12/02,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2007/12/02,舞浜特別(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2007/12/02,市川S(1600万下),1200,芝,1600万,7.3勝,1.芝 短距離
2007/12/02,ターコイズS(OP),1600,芝,OP,6.OP,2.芝 マイル
2007/12/02,3歳以上1000万下,1200,芝,1000万,8.2勝,1.芝 短距離
2007/12/02,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/02,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/02,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/02,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/02,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/02,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/02,3歳以上500万下,2500,芝,500万,9.1勝,3.芝 中以遠
2007/12/02,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/02,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/02,尾頭橋特別(500万下),1800,芝,500万,9.1勝,2.芝 マイル
2007/12/02,中日新聞杯(G3),2000,芝,G3,3.G3,3.芝 中以遠
2007/12/02,清洲特別(500万下),1200,芝,500万,9.1勝,1.芝 短距離
2007/12/02,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/02,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/02,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2007/12/02,2歳未勝利,2000,芝,未勝利,o.未勝利,3.芝 中以遠
2007/12/02,2歳新馬,1400,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/02,2歳新馬,2000,芝,新馬,o.未勝利,3.芝 中以遠
2007/12/02,3歳以上500万下,1600,芝,500万,9.1勝,2.芝 マイル
2007/12/02,3歳以上1000万下,2000,ダ,1000万,8.2勝,6.砂 中以遠
2007/12/02,ポインセチア賞(500万下),1400,ダ,500万,9.1勝,4.砂 短距離
2007/12/02,ゴールデンサドルT(1000万下),1400,芝,1000万,8.2勝,1.芝 短距離
2007/12/02,阪神ジュベナイルF(G1),1600,芝,G1,1.G1,2.芝 マイル
2007/12/02,ゴールデンスパーT(1600万下),1800,ダ,1600万,7.3勝,5.砂 マイル
2007/12/01,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/01,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/01,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2007/12/01,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/01,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2007/12/01,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2007/12/01,3歳以上1000万下,1200,ダ,1000万,8.2勝,4.砂 短距離
2007/12/01,3歳以上1000万下,1800,ダ,1000万,8.2勝,5.砂 マイル
2007/12/01,イルミネーションJS(OP),3350,障,OP,6.OP,7.障害
2007/12/01,葉牡丹賞(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2007/12/01,ステイヤーズS(G2),3600,芝,G2,2.G2,3.芝 中以遠
2007/12/01,美浦特別(1000万下),2500,芝,1000万,8.2勝,3.芝 中以遠
2007/12/01,2歳未勝利,1700,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/01,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/01,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/01,2歳新馬,1200,芝,新馬,o.未勝利,1.芝 短距離
2007/12/01,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/12/01,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/01,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/01,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2007/12/01,3歳以上500万下,2300,ダ,500万,9.1勝,6.砂 中以遠
2007/12/01,沓掛特別(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
2007/12/01,鳥羽特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2007/12/01,高山特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2007/12/01,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/01,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2007/12/01,2歳未勝利,1200,芝,未勝利,o.未勝利,1.芝 短距離
2007/12/01,障害3歳以上未勝利,2970,障,未勝利,o.未勝利,7.障害
2007/12/01,2歳未勝利,1800,ダ,未勝利,o.未勝利,5.砂 マイル
2007/12/01,2歳新馬,1200,ダ,新馬,o.未勝利,4.砂 短距離
2007/12/01,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2007/12/01,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2007/12/01,ゴールデンブーツT(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
2007/12/01,千両賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2007/12/01,ゴールデンホイップT(1600万下),1600,芝,1600万,7.3勝,2.芝 マイル
2007/12/01,3歳以上1000万下,1400,ダ,1000万,8.2勝,4.砂 短距離
2007/11/25,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2007/11/25,2歳未勝利,1600,ダ,未勝利,o.未勝利,5.砂 マイル
2007/11/25,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2007/11/25,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2007/11/25,2歳500万下,1600,ダ,500万,9.1勝,5.砂 マイル
2007/11/25,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2007/11/25,3歳以上500万下,2400,芝,500万,9.1勝,3.芝 中以遠
2007/11/25,シャングリラ賞(1000万下),1400,ダ,1000万,8.2勝,4.砂 短距離
2007/11/25,ウェルカムS(1600万下),2000,芝,1600万,7.3勝,3.芝 中以遠
2007/11/25,ジャパンC(G1),2400,芝,G1,1.G1,3.芝 中以遠
2007/11/25,アプローズ賞(1000万下),1600,芝,1000万,8.2勝,2.芝 マイル
2007/11/25,2歳未勝利,1000,ダ,未勝利,o.未勝利,4.砂 短距離
2007/11/25,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/11/25,3歳以上500万下,1000,ダ,500万,9.1勝,4.砂 短距離
2007/11/25,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2007/11/25,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/11/25,3歳以上500万下,1200,芝,500万,9.1勝,1.芝 短距離
2007/11/25,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/11/25,3歳以上500万下,1700,ダ,500万,9.1勝,5.砂 マイル
2007/11/25,桑名特別(500万下),2000,芝,500万,9.1勝,3.芝 中以遠
2007/11/25,安城特別(500万下),1700,ダ,500万,9.1勝,5.砂 マイル
2007/11/25,納屋橋S(1600万下),1200,芝,1600万,7.3勝,1.芝 短距離
2007/11/25,3歳以上500万下,1800,芝,500万,9.1勝,2.芝 マイル
2007/11/25,2歳未勝利,1200,ダ,未勝利,o.未勝利,4.砂 短距離
2007/11/25,2歳未勝利,1400,芝,未勝利,o.未勝利,1.芝 短距離
2007/11/25,2歳未勝利,1600,芝,未勝利,o.未勝利,2.芝 マイル
2007/11/25,障害3歳以上未勝利,2910,障,未勝利,o.未勝利,7.障害
2007/11/25,2歳新馬,1800,芝,新馬,o.未勝利,2.芝 マイル
2007/11/25,3歳以上500万下,1200,ダ,500万,9.1勝,4.砂 短距離
2007/11/25,3歳以上500万下,1800,ダ,500万,9.1勝,5.砂 マイル
2007/11/25,3歳以上500万下,1400,ダ,500万,9.1勝,4.砂 短距離
2007/11/25,北國新聞杯(1000万下),1800,ダ,1000万,8.2勝,5.砂 マイル
2007/11/25,雲ヶ畑特別(1000万下),1200,芝,1000万,8.2勝,1.芝 短距離
2007/11/25,アンドロメダS(OP),2000,芝,OP,6.OP,3.芝 中以遠
2007/11/25,3歳以上500万下,1600,芝,500万,9.1勝,2.芝 マイル
2007/11/24,2歳未勝利,1300,ダ,未勝利,o.未勝利,4.砂 短距離
2007/11/24,2歳未勝利,1400,ダ,未勝利,o.未勝利,4.砂 短距離
2007/11/24,2歳未勝利,1800,芝,未勝利,o.未勝利,2.芝 マイル
2007/11/24,2歳新馬,1600,ダ,新馬,o.未勝利,5.砂 マイル
2007/11/24,2歳新馬,1600,芝,新馬,o.未勝利,2.芝 マイル
2007/11/24,3歳以上500万下,1300,ダ,500万,9.1勝,4.砂 短距離
2007/11/24,3歳以上500万下,1600,ダ,500万,9.1勝,5.砂 マイル
2007/11/24,ベゴニア賞(500万下),1600,芝,500万,9.1勝,2.芝 マイル
2007/11/24,3歳以上500万下,1600,芝,500万,9.1勝,2.芝 マイル
2007/11/24,オリエンタル賞(1000万下),2000,芝,1000万,8.2勝,3.芝 中以遠
